region,country,site,latitude_site,longitude_site,option,year,practice_type,subtype,description,adopted_cases,gender,n,n_site,percentage
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Implemented,Female,68,140,48.6
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Implemented,Male,93,118,78.8
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Know about it,Female,28,140,20
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Know about it,Male,5,118,4.2
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Never heard about it,Female,10,140,7.1
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Never heard about it,Male,5,118,4.2
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Stopped implementing,Female,16,140,11.4
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Crop residue incorporation,Crop residue incorporation,Uses on-farm residues to be incorporated back into the soil or given to animals. It improved the soil structure reduced GHG emissions and production costs.,Stopped implementing,Male,13,118,11
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Heard about it,Female,17,140,12.1
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Heard about it,Male,21,118,17.8
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Implemented,Female,52,140,37.1
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Implemented,Male,41,118,34.7
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Know about it,Female,14,140,10
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Know about it,Male,10,118,8.5
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Never heard about it,Female,46,140,32.9
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Never heard about it,Male,35,118,29.7
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Stopped implementing,Female,11,140,7.9
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Garden diversification,Home garden diversification,Home garden diversification based on organic agriculture; it increases adaptive capacity and food security,Stopped implementing,Male,11,118,9.3
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Heard about it,Female,20,140,14.3
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Heard about it,Male,19,118,16.1
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Implemented,Female,31,140,22.1
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Implemented,Male,42,118,35.6
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Know about it,Female,12,140,8.6
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Know about it,Male,8,118,6.8
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Never heard about it,Female,68,140,48.6
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Never heard about it,Male,42,118,35.6
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Stopped implementing,Female,9,140,6.4
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Improved varieties,Drought tolerant,An improved crop variety (ie. bred for a specific quality) compared to an improved control variety testing for potential resistance to drought.,Stopped implementing,Male,7,118,5.9
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Pest/disease management,Agroecological management,"It consists of the application of agro-ecological inputs for integrated pest and disease management of crops and soil improvement through application of organic fertilizers that are made with local resources in the community. This reduces GHG and costs, increases the physical-chemical characteristics and biological properties of the soil, reduces contamination by use of agrochemicals.",Heard about it,Female,41,140,29.3
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Pest/disease management,Agroecological management,"It consists of the application of agro-ecological inputs for integrated pest and disease management of crops and soil improvement through application of organic fertilizers that are made with local resources in the community. This reduces GHG and costs, increases the physical-chemical characteristics and biological properties of the soil, reduces contamination by use of agrochemicals.",Heard about it,Male,29,118,24.6
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Pest/disease management,Agroecological management,"It consists of the application of agro-ecological inputs for integrated pest and disease management of crops and soil improvement through application of organic fertilizers that are made with local resources in the community. This reduces GHG and costs, increases the physical-chemical characteristics and biological properties of the soil, reduces contamination by use of agrochemicals.",Implemented,Female,20,140,14.3
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Pest/disease management,Agroecological management,"It consists of the application of agro-ecological inputs for integrated pest and disease management of crops and soil improvement through application of organic fertilizers that are made with local resources in the community. This reduces GHG and costs, increases the physical-chemical characteristics and biological properties of the soil, reduces contamination by use of agrochemicals.",Implemented,Male,23,118,19.5
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Pest/disease management,Agroecological management,"It consists of the application of agro-ecological inputs for integrated pest and disease management of crops and soil improvement through application of organic fertilizers that are made with local resources in the community. This reduces GHG and costs, increases the physical-chemical characteristics and biological properties of the soil, reduces contamination by use of agrochemicals.",Know about it,Female,11,140,7.9
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Pest/disease management,Agroecological management,"It consists of the application of agro-ecological inputs for integrated pest and disease management of crops and soil improvement through application of organic fertilizers that are made with local resources in the community. This reduces GHG and costs, increases the physical-chemical characteristics and biological properties of the soil, reduces contamination by use of agrochemicals.",Know about it,Male,10,118,8.5
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Pest/disease management,Agroecological management,"It consists of the application of agro-ecological inputs for integrated pest and disease management of crops and soil improvement through application of organic fertilizers that are made with local resources in the community. This reduces GHG and costs, increases the physical-chemical characteristics and biological properties of the soil, reduces contamination by use of agrochemicals.",Never heard about it,Female,62,140,44.3
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Pest/disease management,Agroecological management,"It consists of the application of agro-ecological inputs for integrated pest and disease management of crops and soil improvement through application of organic fertilizers that are made with local resources in the community. This reduces GHG and costs, increases the physical-chemical characteristics and biological properties of the soil, reduces contamination by use of agrochemicals.",Never heard about it,Male,47,118,39.8
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Pest/disease management,Agroecological management,"It consists of the application of agro-ecological inputs for integrated pest and disease management of crops and soil improvement through application of organic fertilizers that are made with local resources in the community. This reduces GHG and costs, increases the physical-chemical characteristics and biological properties of the soil, reduces contamination by use of agrochemicals.",Stopped implementing,Female,6,140,4.3
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Pest/disease management,Agroecological management,"It consists of the application of agro-ecological inputs for integrated pest and disease management of crops and soil improvement through application of organic fertilizers that are made with local resources in the community. This reduces GHG and costs, increases the physical-chemical characteristics and biological properties of the soil, reduces contamination by use of agrochemicals.",Stopped implementing,Male,9,118,7.6
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Water protection on-farm,Water protection on-farm,"It aims to protect water sources from invasion of animals, deforestation and contamination, to ensure good quality and supply of water resources to farms during the rainy season and in dry periods  It also helps to improve the hydrological cycle of basins.",Heard about it,Female,17,140,12.1
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Water protection on-farm,Water protection on-farm,"It aims to protect water sources from invasion of animals, deforestation and contamination, to ensure good quality and supply of water resources to farms during the rainy season and in dry periods  It also helps to improve the hydrological cycle of basins.",Heard about it,Male,12,118,10.2
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Water protection on-farm,Water protection on-farm,"It aims to protect water sources from invasion of animals, deforestation and contamination, to ensure good quality and supply of water resources to farms during the rainy season and in dry periods  It also helps to improve the hydrological cycle of basins.",Implemented,Female,33,140,23.6
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Water protection on-farm,Water protection on-farm,"It aims to protect water sources from invasion of animals, deforestation and contamination, to ensure good quality and supply of water resources to farms during the rainy season and in dry periods  It also helps to improve the hydrological cycle of basins.",Implemented,Male,46,118,39
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Water protection on-farm,Water protection on-farm,"It aims to protect water sources from invasion of animals, deforestation and contamination, to ensure good quality and supply of water resources to farms during the rainy season and in dry periods  It also helps to improve the hydrological cycle of basins.",Know about it,Female,44,140,31.4
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Water protection on-farm,Water protection on-farm,"It aims to protect water sources from invasion of animals, deforestation and contamination, to ensure good quality and supply of water resources to farms during the rainy season and in dry periods  It also helps to improve the hydrological cycle of basins.",Know about it,Male,27,118,22.9
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Water protection on-farm,Water protection on-farm,"It aims to protect water sources from invasion of animals, deforestation and contamination, to ensure good quality and supply of water resources to farms during the rainy season and in dry periods  It also helps to improve the hydrological cycle of basins.",Never heard about it,Female,32,140,22.9
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Water protection on-farm,Water protection on-farm,"It aims to protect water sources from invasion of animals, deforestation and contamination, to ensure good quality and supply of water resources to farms during the rainy season and in dry periods  It also helps to improve the hydrological cycle of basins.",Never heard about it,Male,24,118,20.3
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Water protection on-farm,Water protection on-farm,"It aims to protect water sources from invasion of animals, deforestation and contamination, to ensure good quality and supply of water resources to farms during the rainy season and in dry periods  It also helps to improve the hydrological cycle of basins.",Stopped implementing,Female,14,140,10
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Practices,2018,Water protection on-farm,Water protection on-farm,"It aims to protect water sources from invasion of animals, deforestation and contamination, to ensure good quality and supply of water resources to farms during the rainy season and in dry periods  It also helps to improve the hydrological cycle of basins.",Stopped implementing,Male,9,118,7.6
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Daily,Forecast with agroadvisory,Daily/weakly weather forecast with agro advisory,Accessed and used it,Female,3,140,2.1
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Daily,Forecast with agroadvisory,Daily/weakly weather forecast with agro advisory,Accessed and used it,Male,6,118,5.1
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Daily,Forecast with agroadvisory,Daily/weakly weather forecast with agro advisory,Accessed but didn't use it,Female,6,140,4.3
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Daily,Forecast with agroadvisory,Daily/weakly weather forecast with agro advisory,Accessed but didn't use it,Male,2,118,1.7
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed and used it,Female,5,140,3.6
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed and used it,Male,8,118,6.8
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed but didn't use it,Female,17,140,12.1
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed but didn't use it,Male,8,118,6.8
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Seasonal,Forecast with agroadvisory,Seasonal forecast (expected rains for the next months) with agro advisory,Accessed and used it,Female,2,140,1.4
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Seasonal,Forecast with agroadvisory,Seasonal forecast (expected rains for the next months) with agro advisory,Accessed and used it,Male,2,118,1.7
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Seasonal,Forecast with agroadvisory,Seasonal forecast (expected rains for the next months) with agro advisory,Accessed but didn't use it,Male,3,118,2.5
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Seasonal,Only forecast,Seasonal forecast (expected rains for the next months),Accessed and used it,Female,1,140,0.7
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Seasonal,Only forecast,Seasonal forecast (expected rains for the next months),Accessed and used it,Male,1,118,0.8
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Seasonal,Only forecast,Seasonal forecast (expected rains for the next months),Accessed but didn't use it,Female,7,140,5
Latin America,Nicaragua,El Tuma-La Dalia,13.09191666625,-85.67920833375,Services,2018,Seasonal,Only forecast,Seasonal forecast (expected rains for the next months),Accessed but didn't use it,Male,2,118,1.7
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat,"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Heard about it,Female,40,143,28
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat,"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Heard about it,Male,20,146,13.7
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat,"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Implemented,Female,21,143,14.7
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat,"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Implemented,Male,59,146,40.4
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat,"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Know about it,Female,66,143,46.2
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat,"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Know about it,Male,52,146,35.6
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat,"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Never heard about it,Female,16,143,11.2
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat,"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Never heard about it,Male,14,146,9.6
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat (home),"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Heard about it,Female,25,143,17.5
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat (home),"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Heard about it,Male,20,146,13.7
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat (home),"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Implemented,Female,27,143,18.9
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat (home),"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Implemented,Male,29,146,19.9
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat (home),"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Know about it,Female,50,143,35
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat (home),"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Know about it,Male,56,146,38.4
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat (home),"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Never heard about it,Female,41,143,28.7
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Aquaculture,Fish microhabitat (home),"Introduction of integrated fish culture with suitable fish species in the homestead ponds increases production, income and nutrition due to proper management. Farmers can easily grow fish during flood and heavy rainfall. Woman can easily observe and take part actively during the culture period.",Never heard about it,Male,40,146,27.4
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Heard about it,Female,13,143,9.1
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Heard about it,Male,13,146,8.9
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Implemented,Female,47,143,32.9
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Implemented,Male,48,146,32.9
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Know about it,Female,55,143,38.5
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Know about it,Male,49,146,33.6
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Never heard about it,Female,28,143,19.6
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Never heard about it,Male,35,146,24
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed and used it,Female,1,143,0.7
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed and used it,Male,102,146,69.9
South Asia,Bangladesh,Barisal,22.758700929999996,90.35225614,Services,2018,Daily,Only forecast,Daily/weakly weather forecast,Accessed but didn't use it,Male,20,146,13.7
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Aquaculture,Salinity tolerant fish,"Farming of fish or crustaceans in mangroves, to conserve or restore mangroves and produce food.",Heard about it,Female,16,146,11
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Aquaculture,Salinity tolerant fish,"Farming of fish or crustaceans in mangroves, to conserve or restore mangroves and produce food.",Heard about it,Male,15,141,10.6
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Aquaculture,Salinity tolerant fish,"Farming of fish or crustaceans in mangroves, to conserve or restore mangroves and produce food.",Implemented,Female,23,146,15.8
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Aquaculture,Salinity tolerant fish,"Farming of fish or crustaceans in mangroves, to conserve or restore mangroves and produce food.",Implemented,Male,26,141,18.4
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Aquaculture,Salinity tolerant fish,"Farming of fish or crustaceans in mangroves, to conserve or restore mangroves and produce food.",Know about it,Female,11,146,7.5
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Aquaculture,Salinity tolerant fish,"Farming of fish or crustaceans in mangroves, to conserve or restore mangroves and produce food.",Know about it,Male,12,141,8.5
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Aquaculture,Salinity tolerant fish,"Farming of fish or crustaceans in mangroves, to conserve or restore mangroves and produce food.",Never heard about it,Female,96,146,65.8
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Aquaculture,Salinity tolerant fish,"Farming of fish or crustaceans in mangroves, to conserve or restore mangroves and produce food.",Never heard about it,Male,88,141,62.4
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Heard about it,Female,30,146,20.5
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Heard about it,Male,24,141,17
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Implemented,Female,57,146,39
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Implemented,Male,59,141,41.8
South Asia,Bangladesh,Khulna,22.849399529999996,89.5386783,Practices,2018,Garden diversification,Vegetable tower,"A vertical tower is a cylindrical structure made from bamboo, live wood, soil, coconut coir, brick chips, compost and cow manure for growing vegetables. It enables suspending horticulture activities above the ground aiming to high production of vegetables.",Know about it,Female,27,146,18.5
