year,site,outcome_category,practice_type,indicator,gender,n,n_site,percentage,option
2019,Doyogena,Productivity and Income,Water and soil conservation,Additional CSA income used for non agricultural assets/services,Female,3,335,0.9,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,Additional CSA income used for non agricultural assets/services,Male,2,347,0.6,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,Additional CSA income used for savings,Female,5,335,1.5,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,Additional CSA income used for savings,Male,9,347,2.6,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,Additional income,Female,65,335,19.4,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,Additional income,Male,94,347,27.1,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,Can't say about additional CSA income use because it was new,Female,1,335,0.3,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,Can't say about additional CSA income use because it was new,Male,5,347,1.4,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,Can't say about CSA effect on production because it was new,Female,3,335,0.9,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,Can't say about CSA effect on production because it was new,Male,1,347,0.3,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,CSA option decreased production,Female,2,335,0.6,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,CSA option had no effect on production,Female,2,335,0.6,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,CSA option had no effect on production,Male,1,347,0.3,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,Increased production,Female,72,335,21.5,Practices
2019,Doyogena,Productivity and Income,Water and soil conservation,Increased production,Male,102,347,29.4,Practices
2019,Kaffrine,Climate shocks,Agroforestry,Reduced climate vulner.,Female,4,154,2.6,Practices
2019,Kaffrine,Climate shocks,Agroforestry,Reduced climate vulner.,Male,6,190,3.2,Practices
2019,Kaffrine,Climate shocks,Farmer managed regeneration,Reduced climate vulner.,Female,20,154,13,Practices
2019,Kaffrine,Climate shocks,Farmer managed regeneration,Reduced climate vulner.,Male,32,190,16.8,Practices
2019,Kaffrine,Climate shocks,Improved varieties,Reduced climate vulner.,Female,18,154,11.7,Practices
2019,Kaffrine,Climate shocks,Improved varieties,Reduced climate vulner.,Male,31,190,16.3,Practices
2019,Kaffrine,Climate shocks,Microdose,Reduced climate vulner.,Female,17,154,11,Practices
2019,Kaffrine,Climate shocks,Microdose,Reduced climate vulner.,Male,16,190,8.4,Practices
2019,Kaffrine,Climate shocks,Mixed fertilizer,Reduced climate vulner.,Female,3,154,1.9,Practices
2019,Kaffrine,Climate shocks,Mixed fertilizer,Reduced climate vulner.,Male,18,190,9.5,Practices
2019,Kaffrine,Climate shocks,Organic fertilizer,Reduced climate vulner.,Female,51,154,33.1,Practices
2019,Kaffrine,Climate shocks,Organic fertilizer,Reduced climate vulner.,Male,85,190,44.7,Practices
2019,Kaffrine,Climate shocks,Reduce tillage,Reduced climate vulner.,Female,31,154,20.1,Practices
2019,Kaffrine,Climate shocks,Reduce tillage,Reduced climate vulner.,Male,83,190,43.7,Practices
2019,Kaffrine,Food security,Agroforestry,Improved food access,Female,4,154,2.6,Practices
2019,Kaffrine,Food security,Agroforestry,Improved food access,Male,8,190,4.2,Practices
2019,Kaffrine,Food security,Agroforestry,Improved food diversity,Female,4,154,2.6,Practices
2019,Kaffrine,Food security,Agroforestry,Improved food diversity,Male,8,190,4.2,Practices
2019,Kaffrine,Food security,Farmer managed regeneration,Improved food access,Female,21,154,13.6,Practices
2019,Kaffrine,Food security,Farmer managed regeneration,Improved food access,Male,36,190,18.9,Practices
2019,Kaffrine,Food security,Farmer managed regeneration,Improved food diversity,Female,21,154,13.6,Practices
2019,Kaffrine,Food security,Farmer managed regeneration,Improved food diversity,Male,33,190,17.4,Practices
2019,Kaffrine,Food security,Improved varieties,Improved food access,Female,20,154,13,Practices
2019,Kaffrine,Food security,Improved varieties,Improved food access,Male,36,190,18.9,Practices
2019,Kaffrine,Food security,Improved varieties,Improved food diversity,Female,20,154,13,Practices
2019,Kaffrine,Food security,Improved varieties,Improved food diversity,Male,36,190,18.9,Practices
2019,Kaffrine,Food security,Microdose,Improved food access,Female,25,154,16.2,Practices
2019,Kaffrine,Food security,Microdose,Improved food access,Male,20,190,10.5,Practices
2019,Kaffrine,Food security,Microdose,Improved food diversity,Female,25,154,16.2,Practices
2019,Kaffrine,Food security,Microdose,Improved food diversity,Male,20,190,10.5,Practices
2019,Kaffrine,Food security,Mixed fertilizer,Improved food access,Female,3,154,1.9,Practices
2019,Kaffrine,Food security,Mixed fertilizer,Improved food access,Male,20,190,10.5,Practices
2019,Kaffrine,Food security,Mixed fertilizer,Improved food diversity,Female,3,154,1.9,Practices
2019,Kaffrine,Food security,Mixed fertilizer,Improved food diversity,Male,20,190,10.5,Practices
2019,Kaffrine,Food security,Organic fertilizer,Improved food access,Female,60,154,39,Practices
2019,Kaffrine,Food security,Organic fertilizer,Improved food access,Male,107,190,56.3,Practices
2019,Kaffrine,Food security,Organic fertilizer,Improved food diversity,Female,59,154,38.3,Practices
2019,Kaffrine,Food security,Organic fertilizer,Improved food diversity,Male,99,190,52.1,Practices
2019,Kaffrine,Food security,Reduce tillage,Improved food access,Female,37,154,24,Practices
2019,Kaffrine,Food security,Reduce tillage,Improved food access,Male,100,190,52.6,Practices
2019,Kaffrine,Food security,Reduce tillage,Improved food diversity,Female,36,154,23.4,Practices
2019,Kaffrine,Food security,Reduce tillage,Improved food diversity,Male,97,190,51.1,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Decided alone to implement the CSA option,Female,5,154,3.2,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Decided alone to implement the CSA option,Male,21,190,11.1,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Decision making on CSA dis-adoption,Male,5,190,2.6,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Decreased labour time,Male,1,190,0.5,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Did most of the work to implement the CSA option,Female,4,154,2.6,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Did most of the work to implement the CSA option,Male,19,190,10,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Didn't change agricultural labour time,Female,5,154,3.2,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Didn't change agricultural labour time,Male,18,190,9.5,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Didn't participate in the decision to implement the CSA option,Female,1,154,0.6,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Helped to implement the CSA option,Female,2,154,1.3,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Helped to implement the CSA option,Male,2,190,1.1,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Participated on CSA-income use,Female,3,154,1.9,Practices
2019,Kaffrine,Gender indicators,Agroforestry,Participated on CSA-income use,Male,8,190,4.2,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Contributed equally to implement the CSA option,Female,8,154,5.2,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Contributed equally to implement the CSA option,Male,23,190,12.1,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Decided alone to implement the CSA option,Female,9,154,5.8,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Decided alone to implement the CSA option,Male,32,190,16.8,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Decision making on CSA dis-adoption,Male,3,190,1.6,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Decreased labour time,Female,12,154,7.8,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Decreased labour time,Male,15,190,7.9,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Did most of the work to implement the CSA option,Female,10,154,6.5,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Did most of the work to implement the CSA option,Male,33,190,17.4,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Didn't change agricultural labour time,Female,4,154,2.6,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Didn't change agricultural labour time,Male,27,190,14.2,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Didn't participate in the decision to implement the CSA option,Female,13,154,8.4,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Didn't participate in the decision to implement the CSA option,Male,7,190,3.7,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Helped to implement the CSA option,Female,12,154,7.8,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Helped to implement the CSA option,Male,6,190,3.2,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Increased labour time,Female,11,154,7.1,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Increased labour time,Male,18,190,9.5,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Joint decision to implement the CSA option,Female,8,154,5.2,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Joint decision to implement the CSA option,Male,23,190,12.1,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Participated on CSA-income use,Female,19,154,12.3,Practices
2019,Kaffrine,Gender indicators,Farmer managed regeneration,Participated on CSA-income use,Male,35,190,18.4,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Contributed equally to implement the CSA option,Female,10,154,6.5,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Contributed equally to implement the CSA option,Male,17,190,8.9,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Decided alone to implement the CSA option,Female,9,154,5.8,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Decided alone to implement the CSA option,Male,19,190,10,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Decision making on CSA dis-adoption,Female,7,154,4.5,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Decision making on CSA dis-adoption,Male,26,190,13.7,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Decreased labour time,Female,6,154,3.9,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Decreased labour time,Male,13,190,6.8,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Did most of the work to implement the CSA option,Female,6,154,3.9,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Did most of the work to implement the CSA option,Male,20,190,10.5,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Didn't change agricultural labour time,Female,12,154,7.8,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Didn't change agricultural labour time,Male,19,190,10,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Didn't participate in the decision to implement the CSA option,Female,4,154,2.6,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Didn't participate in the decision to implement the CSA option,Male,4,190,2.1,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Helped to implement the CSA option,Female,7,154,4.5,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Helped to implement the CSA option,Male,3,190,1.6,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Increased labour time,Female,1,154,0.6,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Increased labour time,Male,6,190,3.2,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Joint decision to implement the CSA option,Female,10,154,6.5,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Joint decision to implement the CSA option,Male,17,190,8.9,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Participated on CSA-income use,Female,19,154,12.3,Practices
2019,Kaffrine,Gender indicators,Improved varieties,Participated on CSA-income use,Male,33,190,17.4,Practices
2019,Kaffrine,Gender indicators,Microdose,Contributed equally to implement the CSA option,Female,2,154,1.3,Practices
2019,Kaffrine,Gender indicators,Microdose,Contributed equally to implement the CSA option,Male,2,190,1.1,Practices
2019,Kaffrine,Gender indicators,Microdose,Decided alone to implement the CSA option,Female,7,154,4.5,Practices
2019,Kaffrine,Gender indicators,Microdose,Decided alone to implement the CSA option,Male,29,190,15.3,Practices
2019,Kaffrine,Gender indicators,Microdose,Decision making on CSA dis-adoption,Female,2,154,1.3,Practices
2019,Kaffrine,Gender indicators,Microdose,Decision making on CSA dis-adoption,Male,6,190,3.2,Practices
2019,Kaffrine,Gender indicators,Microdose,Decreased labour time,Female,1,154,0.6,Practices
2019,Kaffrine,Gender indicators,Microdose,Decreased labour time,Male,4,190,2.1,Practices
2019,Kaffrine,Gender indicators,Microdose,Did most of the work to implement the CSA option,Female,16,154,10.4,Practices
2019,Kaffrine,Gender indicators,Microdose,Did most of the work to implement the CSA option,Male,29,190,15.3,Practices
2019,Kaffrine,Gender indicators,Microdose,Didn't change agricultural labour time,Female,17,154,11,Practices
2019,Kaffrine,Gender indicators,Microdose,Didn't change agricultural labour time,Male,26,190,13.7,Practices
2019,Kaffrine,Gender indicators,Microdose,Didn't participate in the decision to implement the CSA option,Female,26,154,16.9,Practices
2019,Kaffrine,Gender indicators,Microdose,Didn't participate in the decision to implement the CSA option,Male,3,190,1.6,Practices
2019,Kaffrine,Gender indicators,Microdose,Helped to implement the CSA option,Female,17,154,11,Practices
2019,Kaffrine,Gender indicators,Microdose,Helped to implement the CSA option,Male,3,190,1.6,Practices
2019,Kaffrine,Gender indicators,Microdose,Increased labour time,Female,15,154,9.7,Practices
2019,Kaffrine,Gender indicators,Microdose,Increased labour time,Male,2,190,1.1,Practices
2019,Kaffrine,Gender indicators,Microdose,Joint decision to implement the CSA option,Female,2,154,1.3,Practices
2019,Kaffrine,Gender indicators,Microdose,Joint decision to implement the CSA option,Male,2,190,1.1,Practices
2019,Kaffrine,Gender indicators,Microdose,Participated on CSA-income use,Female,24,154,15.6,Practices
2019,Kaffrine,Gender indicators,Microdose,Participated on CSA-income use,Male,19,190,10,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Contributed equally to implement the CSA option,Female,2,154,1.3,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Contributed equally to implement the CSA option,Male,6,190,3.2,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Decided alone to implement the CSA option,Female,1,154,0.6,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Decided alone to implement the CSA option,Male,14,190,7.4,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Decision making on CSA dis-adoption,Female,1,154,0.6,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Decreased labour time,Female,2,154,1.3,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Decreased labour time,Male,5,190,2.6,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Did most of the work to implement the CSA option,Male,7,190,3.7,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Didn't change agricultural labour time,Male,5,190,2.6,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Didn't participate in the decision to implement the CSA option,Male,1,190,0.5,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Helped to implement the CSA option,Female,1,154,0.6,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Helped to implement the CSA option,Male,8,190,4.2,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Increased labour time,Male,4,190,2.1,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Joint decision to implement the CSA option,Female,2,154,1.3,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Joint decision to implement the CSA option,Male,6,190,3.2,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Participated on CSA-income use,Female,3,154,1.9,Practices
2019,Kaffrine,Gender indicators,Mixed fertilizer,Participated on CSA-income use,Male,19,190,10,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Contributed equally to implement the CSA option,Female,24,154,15.6,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Contributed equally to implement the CSA option,Male,29,190,15.3,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Decided alone to implement the CSA option,Female,18,154,11.7,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Decided alone to implement the CSA option,Male,81,190,42.6,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Decision making on CSA dis-adoption,Female,13,154,8.4,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Decision making on CSA dis-adoption,Male,6,190,3.2,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Decreased labour time,Female,13,154,8.4,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Decreased labour time,Male,10,190,5.3,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Did most of the work to implement the CSA option,Female,11,154,7.1,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Did most of the work to implement the CSA option,Male,53,190,27.9,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Didn't change agricultural labour time,Female,31,154,20.1,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Didn't change agricultural labour time,Male,47,190,24.7,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Didn't participate in the decision to implement the CSA option,Female,26,154,16.9,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Didn't participate in the decision to implement the CSA option,Male,4,190,2.1,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Helped to implement the CSA option,Female,33,154,21.4,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Helped to implement the CSA option,Male,32,190,16.8,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Increased labour time,Female,14,154,9.1,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Increased labour time,Male,28,190,14.7,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Joint decision to implement the CSA option,Female,24,154,15.6,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Joint decision to implement the CSA option,Male,29,190,15.3,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Participated on CSA-income use,Female,56,154,36.4,Practices
2019,Kaffrine,Gender indicators,Organic fertilizer,Participated on CSA-income use,Male,97,190,51.1,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Contributed equally to implement the CSA option,Female,9,154,5.8,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Contributed equally to implement the CSA option,Male,18,190,9.5,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Decided alone to implement the CSA option,Female,26,154,16.9,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Decided alone to implement the CSA option,Male,86,190,45.3,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Decision making on CSA dis-adoption,Female,3,154,1.9,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Decision making on CSA dis-adoption,Male,10,190,5.3,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Decreased labour time,Female,5,154,3.2,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Decreased labour time,Male,5,190,2.6,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Did most of the work to implement the CSA option,Female,9,154,5.8,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Did most of the work to implement the CSA option,Male,48,190,25.3,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Didn't change agricultural labour time,Female,22,154,14.3,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Didn't change agricultural labour time,Male,39,190,20.5,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Didn't participate in the decision to implement the CSA option,Female,14,154,9.1,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Didn't participate in the decision to implement the CSA option,Male,6,190,3.2,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Helped to implement the CSA option,Female,31,154,20.1,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Helped to implement the CSA option,Male,44,190,23.2,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Increased labour time,Female,3,154,1.9,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Increased labour time,Male,23,190,12.1,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Joint decision to implement the CSA option,Female,9,154,5.8,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Joint decision to implement the CSA option,Male,18,190,9.5,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Participated on CSA-income use,Female,36,154,23.4,Practices
2019,Kaffrine,Gender indicators,Reduce tillage,Participated on CSA-income use,Male,92,190,48.4,Practices
2019,Kaffrine,Productivity and Income,Agroforestry,Additional CSA income option used for agricultural assets/services,Female,1,154,0.6,Practices
2019,Kaffrine,Productivity and Income,Agroforestry,Additional CSA income option used for food,Female,2,154,1.3,Practices
2019,Kaffrine,Productivity and Income,Agroforestry,Additional CSA income option used for food,Male,8,190,4.2,Practices
2019,Kaffrine,Productivity and Income,Agroforestry,Additional income,Female,4,154,2.6,Practices
2019,Kaffrine,Productivity and Income,Agroforestry,Additional income,Male,8,190,4.2,Practices
2019,Kaffrine,Productivity and Income,Agroforestry,Can't say about CSA effect on production because it was new,Female,2,154,1.3,Practices
2019,Kaffrine,Productivity and Income,Agroforestry,Can't say about CSA effect on production because it was new,Male,1,190,0.5,Practices
2019,Kaffrine,Productivity and Income,Agroforestry,CSA option had no effect on production,Male,12,190,6.3,Practices
2019,Kaffrine,Productivity and Income,Agroforestry,Increased production,Female,4,154,2.6,Practices
2019,Kaffrine,Productivity and Income,Agroforestry,Increased production,Male,8,190,4.2,Practices
2019,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional CSA income option used for agricultural assets/services,Female,7,154,4.5,Practices
2019,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional CSA income option used for agricultural assets/services,Male,15,190,7.9,Practices
2019,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional CSA income option used for food,Female,12,154,7.8,Practices
2019,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional CSA income option used for food,Male,19,190,10,Practices
2019,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional CSA income used for non agricultural assets/services,Male,1,190,0.5,Practices
2019,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional income,Female,21,154,13.6,Practices
2019,Kaffrine,Productivity and Income,Farmer managed regeneration,Additional income,Male,36,190,18.9,Practices
2019,Kaffrine,Productivity and Income,Farmer managed regeneration,Can't say about CSA effect on production because it was new,Female,1,154,0.6,Practices
2019,Kaffrine,Productivity and Income,Farmer managed regeneration,CSA option had no effect on production,Female,6,154,3.9,Practices
2019,Kaffrine,Productivity and Income,Farmer managed regeneration,CSA option had no effect on production,Male,22,190,11.6,Practices
2019,Kaffrine,Productivity and Income,Farmer managed regeneration,Increased production,Female,23,154,14.9,Practices
2019,Kaffrine,Productivity and Income,Farmer managed regeneration,Increased production,Male,40,190,21.1,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income option used for agricultural assets/services,Female,7,154,4.5,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income option used for agricultural assets/services,Male,11,190,5.8,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income option used for food,Female,9,154,5.8,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income option used for food,Male,18,190,9.5,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income used for non agricultural assets/services,Female,3,154,1.9,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,Additional CSA income used for non agricultural assets/services,Male,4,190,2.1,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,Additional income,Female,19,154,12.3,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,Additional income,Male,33,190,17.4,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,Can't say about CSA effect on production because it was new,Male,1,190,0.5,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,CSA option had no effect on production,Female,3,154,1.9,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,CSA option had no effect on production,Male,2,190,1.1,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,Increased production,Female,20,154,13,Practices
2019,Kaffrine,Productivity and Income,Improved varieties,Increased production,Male,37,190,19.5,Practices
2019,Kaffrine,Productivity and Income,Microdose,Additional CSA income option used for agricultural assets/services,Female,4,154,2.6,Practices
2019,Kaffrine,Productivity and Income,Microdose,Additional CSA income option used for agricultural assets/services,Male,3,190,1.6,Practices
2019,Kaffrine,Productivity and Income,Microdose,Additional CSA income option used for food,Female,20,154,13,Practices
2019,Kaffrine,Productivity and Income,Microdose,Additional CSA income option used for food,Male,15,190,7.9,Practices
2019,Kaffrine,Productivity and Income,Microdose,Additional income,Female,24,154,15.6,Practices
2019,Kaffrine,Productivity and Income,Microdose,Additional income,Male,20,190,10.5,Practices
2019,Kaffrine,Productivity and Income,Microdose,Can't say about additional CSA income use because it was new,Male,1,190,0.5,Practices
2019,Kaffrine,Productivity and Income,Microdose,Can't say about CSA effect on production because it was new,Female,1,154,0.6,Practices
2019,Kaffrine,Productivity and Income,Microdose,Can't say about CSA effect on production because it was new,Male,1,190,0.5,Practices
2019,Kaffrine,Productivity and Income,Microdose,CSA option had no effect on production,Female,9,154,5.8,Practices
2019,Kaffrine,Productivity and Income,Microdose,CSA option had no effect on production,Male,13,190,6.8,Practices
2019,Kaffrine,Productivity and Income,Microdose,Increased production,Female,25,154,16.2,Practices
2019,Kaffrine,Productivity and Income,Microdose,Increased production,Male,20,190,10.5,Practices
2019,Kaffrine,Productivity and Income,Mixed fertilizer,Additional CSA income option used for agricultural assets/services,Female,1,154,0.6,Practices
2019,Kaffrine,Productivity and Income,Mixed fertilizer,Additional CSA income option used for agricultural assets/services,Male,6,190,3.2,Practices
2019,Kaffrine,Productivity and Income,Mixed fertilizer,Additional CSA income option used for food,Female,1,154,0.6,Practices
2019,Kaffrine,Productivity and Income,Mixed fertilizer,Additional CSA income option used for food,Male,9,190,4.7,Practices
2019,Kaffrine,Productivity and Income,Mixed fertilizer,Additional CSA income used for non agricultural assets/services,Female,1,154,0.6,Practices
2019,Kaffrine,Productivity and Income,Mixed fertilizer,Additional CSA income used for non agricultural assets/services,Male,4,190,2.1,Practices
2019,Kaffrine,Productivity and Income,Mixed fertilizer,Additional income,Female,3,154,1.9,Practices
2019,Kaffrine,Productivity and Income,Mixed fertilizer,Additional income,Male,19,190,10,Practices
2019,Kaffrine,Productivity and Income,Mixed fertilizer,CSA option had no effect on production,Male,1,190,0.5,Practices
2019,Kaffrine,Productivity and Income,Mixed fertilizer,Increased production,Female,3,154,1.9,Practices
2019,Kaffrine,Productivity and Income,Mixed fertilizer,Increased production,Male,20,190,10.5,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income option used for agricultural assets/services,Female,10,154,6.5,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income option used for agricultural assets/services,Male,10,190,5.3,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income option used for food,Female,37,154,24,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income option used for food,Male,81,190,42.6,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income used for non agricultural assets/services,Female,9,154,5.8,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,Additional CSA income used for non agricultural assets/services,Male,5,190,2.6,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,Additional income,Female,56,154,36.4,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,Additional income,Male,97,190,51.1,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,Can't say about additional CSA income use because it was new,Male,1,190,0.5,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,Can't say about CSA effect on production because it was new,Male,1,190,0.5,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,CSA option decreased production,Female,1,154,0.6,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,CSA option had no effect on production,Female,7,154,4.5,Practices
2019,Kaffrine,Productivity and Income,Organic fertilizer,CSA option had no effect on production,Male,5,190,2.6,Practices
